Image,Template,Preview Image,QRCode Detection,QRcode Decoding,Result1,Result2,Result3,Result4,Result5,Expected Brand,Real Brand,Expected xoffset in mm,Expected yoffset in mm,Top offset in inches,Right offset in inches,Bottom offset in inches,Left offset in inches,Expected print width in mm,Expected print height in mm,Real print width in mm,Real print height in mm,Expected Garment Color,Standart RGB value,Real Garment Color (RGB),Expected Garment Size,Real Garment Size (Unisex),Real Garment Length (inches),Real Garment Width (inches),Design Rotation,Collar Front,Garment Color (score),Design Match (score),Color Match (score),Screenshot
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/28722CD_32900489__022_088_004_A15_A_2__134698_318_377.jpg,https://images.printify.com/print/6616ff9c697822df590d5c97/18151/front/ddf6ab43e8a6fdee210e4a320cf2a080.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/28722CD_32900489__022_088_004_A15_A_2__134698_318_377.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/28722CD_32900489__022_088_004_A15_A_2__134698_318_377.jpg,28722CD_32900489__022_088_004_A15_A_2__134698_318_377,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/28722CD_32900489__022_088_004_A15_A_2__134698_318_377.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/28722CD_32900489__022_088_004_A15_A_2__134698_318_377.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/28722CD_32900489__022_088_004_A15_A_2__134698_318_377.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/28722CD_32900489__022_088_004_A15_A_2__134698_318_377.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/28722CD_32900489__022_088_004_A15_A_2__134698_318_377.jpg,Bella Canvas,Bella Canvas(from QRcode),33.1467,52.1827,1.892,4.225,14.88,5.679,329.69,216.41,313.06,207.01,Dark Heather Grey,"56,56,56","59,62,59",XL (Unisex) (Unisex),XXL,31.349,22.97,-2.82,TRUE,0.94,0.91,0.92,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/28722CD_32900489__022_088_004_A15_A_2__134698_318_377.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/286F2B3_32893992__066_004_005_G6_A_2__134640_587_620.jpg,"https://res.cloudinary.com/teepublic/image/private/s--1_NE6nkK--/t_Trim/c_scale,h_2344,w_1907/c_lpad,g_north_west,h_2344,w_1907,x_0,y_0/c_lpad,g_north,h_2344,w_2100/dn_150,e_saturation:25,f_png,q_90/v1682480422/production/designs/44327115_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/286F2B3_32893992__066_004_005_G6_A_2__134640_587_620.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/286F2B3_32893992__066_004_005_G6_A_2__134640_587_620.jpg,286F2B3_32893992__066_004_005_G6_A_2__134640_587_620,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/286F2B3_32893992__066_004_005_G6_A_2__134640_587_620.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/286F2B3_32893992__066_004_005_G6_A_2__134640_587_620.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/286F2B3_32893992__066_004_005_G6_A_2__134640_587_620.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/286F2B3_32893992__066_004_005_G6_A_2__134640_587_620.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/286F2B3_32893992__066_004_005_G6_A_2__134640_587_620.jpg,Next Level Apparel,Next Level Apparel(from QRcode),36.6467,30,3.106,5.646,7.835,6.108,322.78,396.78,314.22,389.83,Black,"24,24,24","22,37,32",2X (Mens) (Unisex),XXXL,32.68,24.885,1.6,TRUE,0.89,0.85,0.67,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/286F2B3_32893992__066_004_005_G6_A_2__134640_587_620.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/286F216_32893926__022_002_002_H9_A_1__134640_595_620.jpg,"https://res.cloudinary.com/teepublic/image/private/s--I8rLB_Um--/t_Trim/c_scale,h_1650,w_1650/c_lpad,g_north_west,h_1650,w_1650,x_0,y_0/c_lpad,g_north,h_1650,w_1650/dn_150,e_saturation:25,f_png,q_90/v1639168836/production/designs/26233317_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/286F216_32893926__022_002_002_H9_A_1__134640_595_620.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/286F216_32893926__022_002_002_H9_A_1__134640_595_620.jpg,286F216_32893926__022_002_002_H9_A_1__134640_595_620,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/286F216_32893926__022_002_002_H9_A_1__134640_595_620.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/286F216_32893926__022_002_002_H9_A_1__134640_595_620.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/286F216_32893926__022_002_002_H9_A_1__134640_595_620.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/286F216_32893926__022_002_002_H9_A_1__134640_595_620.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/286F216_32893926__022_002_002_H9_A_1__134640_595_620.jpg,Bella Canvas,Bella Canvas(from QRcode),9.2589,15,0.914,4.525,14.023,4.042,279.25,279.25,247.61,195.18,White,"220,220,222","226,218,218",M (Unisex) (Unisex),M,28.221,18.898,1.29,TRUE,0.97,0.34,0.37,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/286F216_32893926__022_002_002_H9_A_1__134640_595_620.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/287660C_32909547__022_004_003_D7_A_1__134711_638_692.jpg,https://images.printify.com/print/66175ce9460ced41ac0d51fc/18102/front/3a286a695153a85d988bc0b26c9953ad.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/287660C_32909547__022_004_003_D7_A_1__134711_638_692.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/287660C_32909547__022_004_003_D7_A_1__134711_638_692.jpg,287660C_32909547__022_004_003_D7_A_1__134711_638_692,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/287660C_32909547__022_004_003_D7_A_1__134711_638_692.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/287660C_32909547__022_004_003_D7_A_1__134711_638_692.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/287660C_32909547__022_004_003_D7_A_1__134711_638_692.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/287660C_32909547__022_004_003_D7_A_1__134711_638_692.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/287660C_32909547__022_004_003_D7_A_1__134711_638_692.jpg,Bella Canvas,Bella Canvas(from QRcode),23.029,33.2173,2.87,3.378,7.49,3.868,350.1,411.48,319.49,383.98,Black,"38,38,38","21,32,32",L (Unisex) (Unisex),XXL,31.185,20.589,-0.23,TRUE,0.8,0.75,0.81,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/287660C_32909547__022_004_003_D7_A_1__134711_638_692.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/287005B_32895822__022_008_003_B12_A_1__134650_197_206.jpg,https://images.printify.com/print/660f121b06f9fbd55c08bf8e/18078/front/f6136390bc05ff01d17c532b54190149.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/287005B_32895822__022_008_003_B12_A_1__134650_197_206.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/287005B_32895822__022_008_003_B12_A_1__134650_197_206.jpg,287005B_32895822__022_008_003_B12_A_1__134650_197_206,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/287005B_32895822__022_008_003_B12_A_1__134650_197_206.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/287005B_32895822__022_008_003_B12_A_1__134650_197_206.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/287005B_32895822__022_008_003_B12_A_1__134650_197_206.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/287005B_32895822__022_008_003_B12_A_1__134650_197_206.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/287005B_32895822__022_008_003_B12_A_1__134650_197_206.jpg,Bella Canvas,Bella Canvas(from QRcode),76.2421,41.5147,2.025,5.706,11.788,6.223,243.67,278.22,220.05,268.36,Athletic Heather,"169,169,167","149,147,149",L (Unisex) (Unisex),XL,30.424,21.128,-0.2,TRUE,0.98,0.86,0.6,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/287005B_32895822__022_008_003_B12_A_1__134650_197_206.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2871F39_32900007__022_004_003_D7_A_1__134699_569_602.jpg,"https://res.cloudinary.com/teepublic/image/private/s--96xedBgX--/t_Trim/c_scale,h_1659,w_1800/c_lpad,g_north_west,h_1659,w_1800,x_0,y_0/c_lpad,g_north,h_1659,w_1800/dn_150,e_saturation:25,f_png,q_90/v1710148034/production/designs/58343601_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2871F39_32900007__022_004_003_D7_A_1__134699_569_602.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2871F39_32900007__022_004_003_D7_A_1__134699_569_602.jpg,2871F39_32900007__022_004_003_D7_A_1__134699_569_602,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2871F39_32900007__022_004_003_D7_A_1__134699_569_602.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2871F39_32900007__022_004_003_D7_A_1__134699_569_602.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2871F39_32900007__022_004_003_D7_A_1__134699_569_602.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2871F39_32900007__022_004_003_D7_A_1__134699_569_602.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2871F39_32900007__022_004_003_D7_A_1__134699_569_602.jpg,Bella Canvas,CANVAS(from carelabel),45.7068,30,1.937,4.245,13.5,4.177,304.66,280.78,289.44,263.9,Black,"28,28,28","28,32,28",L (Unisex) (Unisex),XXL,31.913,20.508,-0.93,TRUE,0.88,0.93,0.91,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2871F39_32900007__022_004_003_D7_A_1__134699_569_602.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/28733C1_32902085__022_073_003_G14_C_1__134699_1735_1735.jpg,"https://res.cloudinary.com/teepublic/image/private/s--_6QWLCEB--/t_Trim/c_scale,h_2400,w_1630/c_lpad,g_north_west,h_2400,w_1795,x_82,y_0/c_lpad,g_north,h_2400,w_1800/dn_150,e_saturation:25,f_png,q_90/v1685173157/production/designs/45813406_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/28733C1_32902085__022_073_003_G14_C_1__134699_1735_1735.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/28733C1_32902085__022_073_003_G14_C_1__134699_1735_1735.jpg,28733C1_32902085__022_073_003_G14_C_1__134699_1735_1735,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/28733C1_32902085__022_073_003_G14_C_1__134699_1735_1735.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/28733C1_32902085__022_073_003_G14_C_1__134699_1735_1735.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/28733C1_32902085__022_073_003_G14_C_1__134699_1735_1735.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/28733C1_32902085__022_073_003_G14_C_1__134699_1735_1735.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/28733C1_32902085__022_073_003_G14_C_1__134699_1735_1735.jpg,Bella Canvas,Bella Canvas(from QRcode),60.1014,30,1.238,6.081,8.381,4.61,275.87,406.27,260.41,385.09,Aqua,"0,126,163","38,128,156",L (Unisex) (Unisex),XXL,31.273,21.579,0.04,TRUE,0.88,0.83,0.71,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/28733C1_32902085__022_073_003_G14_C_1__134699_1735_1735.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2873F23_32903642__022_004_003_D7_A_1__134698_567_614.jpg,https://images.printify.com/print/661725f690eed261160b4af3/18102/front/e4c7cf7b1bf32f68c9530182957b56bd.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2873F23_32903642__022_004_003_D7_A_1__134698_567_614.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2873F23_32903642__022_004_003_D7_A_1__134698_567_614.jpg,2873F23_32903642__022_004_003_D7_A_1__134698_567_614,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2873F23_32903642__022_004_003_D7_A_1__134698_567_614.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2873F23_32903642__022_004_003_D7_A_1__134698_567_614.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2873F23_32903642__022_004_003_D7_A_1__134698_567_614.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2873F23_32903642__022_004_003_D7_A_1__134698_567_614.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2873F23_32903642__022_004_003_D7_A_1__134698_567_614.jpg,Bella Canvas,Bella Canvas(from QRcode),36.3217,35.7573,1.775,4.403,7.21,3.387,323.51,421.22,313.62,406.89,Black,"38,38,38","26,33,37",L (Unisex) (Unisex),XL,30.968,20.887,-0.24,TRUE,0.84,0.92,0.76,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2873F23_32903642__022_004_003_D7_A_1__134698_567_614.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2870141_32895934__006_176_023_D13_C_2__134651_454_459.jpg,"https://res.cloudinary.com/teepublic/image/private/s--XhqLgXuk--/t_Trim/c_scale,h_2061,w_1950/c_lpad,g_north_west,h_2171,w_1950,x_0,y_110/c_lpad,g_north,h_2171,w_1950/dn_150,e_saturation:25,f_png,q_90/v1700534775/production/designs/53448458_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2870141_32895934__006_176_023_D13_C_2__134651_454_459.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2870141_32895934__006_176_023_D13_C_2__134651_454_459.jpg,2870141_32895934__006_176_023_D13_C_2__134651_454_459,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2870141_32895934__006_176_023_D13_C_2__134651_454_459.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2870141_32895934__006_176_023_D13_C_2__134651_454_459.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2870141_32895934__006_176_023_D13_C_2__134651_454_459.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2870141_32895934__006_176_023_D13_C_2__134651_454_459.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2870141_32895934__006_176_023_D13_C_2__134651_454_459.jpg,LAT Apparel,LAT Apparel(from QRcode),33.0057,38.6283,1.887,6.771,6.946,4.36,330.06,348.86,317.03,334.57,Blended Black,"42,38,35","23,31,33",2 (Ladies) (Unisex),XXL,29.484,24.378,-0.45,TRUE,0.91,0.96,0.75,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2870141_32895934__006_176_023_D13_C_2__134651_454_459.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/28724C6_32900674__022_046_003_A2_A_1__134699_50_82.jpg,"https://res.cloudinary.com/teepublic/image/private/s--r_AnSTir--/t_Trim/c_scale,h_1599,w_1800/c_lpad,g_north_west,h_1599,w_1800,x_0,y_0/c_lpad,g_north,h_1599,w_1800/dn_150,e_saturation:25,f_png,q_90/v1595177722/production/designs/12336911_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/28724C6_32900674__022_046_003_A2_A_1__134699_50_82.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/28724C6_32900674__022_046_003_A2_A_1__134699_50_82.jpg,28724C6_32900674__022_046_003_A2_A_1__134699_50_82,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/28724C6_32900674__022_046_003_A2_A_1__134699_50_82.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/28724C6_32900674__022_046_003_A2_A_1__134699_50_82.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/28724C6_32900674__022_046_003_A2_A_1__134699_50_82.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/28724C6_32900674__022_046_003_A2_A_1__134699_50_82.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/28724C6_32900674__022_046_003_A2_A_1__134699_50_82.jpg,Bella Canvas,Bella Canvas(from QRcode),45.7068,30,2.897,4.091,12.068,5.209,304.66,270.62,285.59,256.47,Asphalt,"52,47,51","91,90,94",L (Unisex) (Unisex),XL,30.542,21.242,0.52,TRUE,0.92,0.92,0.71,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/28724C6_32900674__022_046_003_A2_A_1__134699_50_82.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/286D6F9_32890244__007_003_003_A14_C_3__134587_204_204.jpg,https://images.printify.com/print/6616865991f2b506430f0dc8/19329/front/c9fc6033e05886f9ffc82dcf736c56b7.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/286D6F9_32890244__007_003_003_A14_C_3__134587_204_204.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/286D6F9_32890244__007_003_003_A14_C_3__134587_204_204.jpg,286D6F9_32890244__007_003_003_A14_C_3__134587_204_204,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/286D6F9_32890244__007_003_003_A14_C_3__134587_204_204.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/286D6F9_32890244__007_003_003_A14_C_3__134587_204_204.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/286D6F9_32890244__007_003_003_A14_C_3__134587_204_204.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/286D6F9_32890244__007_003_003_A14_C_3__134587_204_204.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/286D6F9_32890244__007_003_003_A14_C_3__134587_204_204.jpg,Next Level Apparel,Next Level Apparel(from QRcode),5.2491,16.2607,4.992,4.262,9.964,3.731,249.26,249.26,241.06,236.47,Midnight Navy,"28,50,63","29,43,54",L (Ladies) (Unisex),M,28.957,18.056,0.07,TRUE,0.84,0.88,0.74,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/286D6F9_32890244__007_003_003_A14_C_3__134587_204_204.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/28785FB_32914627__001_004_007_B8_A_1__134756_123_166.jpg,"https://res.cloudinary.com/teepublic/image/private/s--JmrEnje9--/t_Trim/c_scale,h_2550,w_1349/c_lpad,g_north_west,h_2550,w_1907,x_279,y_0/c_lpad,g_north,h_2550,w_2250/dn_150,e_saturation:25,f_png,q_90/v1619511830/production/designs/21420110_0.png",https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/28785FB_32914627__001_004_007_B8_A_1__134756_123_166.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/28785FB_32914627__001_004_007_B8_A_1__134756_123_166.jpg,28785FB_32914627__001_004_007_B8_A_1__134756_123_166,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/28785FB_32914627__001_004_007_B8_A_1__134756_123_166.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/28785FB_32914627__001_004_007_B8_A_1__134756_123_166.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/28785FB_32914627__001_004_007_B8_A_1__134756_123_166.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/28785FB_32914627__001_004_007_B8_A_1__134756_123_166.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/28785FB_32914627__001_004_007_B8_A_1__134756_123_166.jpg,Gildan,GILDAN(from carelabel),83.8948,5,1.746,8.78,10.756,9.895,228.28,431.67,234.76,393.55,Black,"27,27,27","25,38,38",4X (Unisex) (Unisex),XXXXXL,34.286,28.493,2.59,TRUE,0.91,0.87,0.62,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/28785FB_32914627__001_004_007_B8_A_1__134756_123_166.png
https://github.com/pntrungbk15/TSC/blob/main//reportv2/imgs/2872DB0_32901296__080_038_002_G11_D_1__134779_155_155.jpg,https://uploads.documents.cimpress.io/v1/uploads/81e5e466-edb7-47d1-8337-518f6af17e9e~100?tenant=prepress-uploads,https://github.com/pntrungbk15/TSC/blob/main//reportv2/preview_imgs/2872DB0_32901296__080_038_002_G11_D_1__134779_155_155.png,https://github.com/pntrungbk15/TSC/blob/main//reportv2/qrdetection/2872DB0_32901296__080_038_002_G11_D_1__134779_155_155.jpg,2872DB0_32901296__080_038_002_G11_D_1__134779_155_155,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results1/2872DB0_32901296__080_038_002_G11_D_1__134779_155_155.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results2/2872DB0_32901296__080_038_002_G11_D_1__134779_155_155.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results3/2872DB0_32901296__080_038_002_G11_D_1__134779_155_155.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results4/2872DB0_32901296__080_038_002_G11_D_1__134779_155_155.jpg,https://github.com/pntrungbk15/TSC/blob/main//reportv2/results5/2872DB0_32901296__080_038_002_G11_D_1__134779_155_155.jpg,Next Level Apparel,Next Level Apparel(from QRcode),84.7089,28.462,1.86,7.752,18.409,8.077,90.34,22.61,88.27,25.62,Heather White,"222,222,224","213,212,207",M (Ladies) (Unisex),M,26.529,19.518,-6.4,TRUE,1,0.87,0.81,https://github.com/pntrungbk15/TSC/blob/main//reportv2/screenshot/2872DB0_32901296__080_038_002_G11_D_1__134779_155_155.png
